use_count, use_pos, use_neg, fit_count, fit_pos, fit_neg, value_count, value_pos, value_neg, style_count, style_pos, style_neg, quality_count, quality_pos, quality_neg
156,133,13,226,205,15,99,79,14,183,165,15,215,168,33
